⸮⸮⸮Initializing I2C devices...
Testing device connections...
MPU6050 connection successful
a/g:	10760	-5652	-76	3348	-3283	9837
a/g:	9992	-5624	76	2847	-1987	8222
a/g:	9776	-6252	-28	2345	-1412	6526
a/g:	9904	-6564	148	1881	-1378	4939
a/g:	9312	-6184	-840	1463	-983	3013
a/g:	9644	-6196	-672	1044	-268	1292
a/g:	9732	-6868	420	559	43	-467
a/g:	9836	-6760	916	-57	-150	-1940
a/g:	9608	-6452	744	-820	-36	-3612
a/g:	9080	-6424	-44	-1489	921	-5357
a/g:	8716	-5756	-1072	-2071	1358	-7428
a/g:	8800	-6420	-172	-2490	2471	-9525
a/g:	9940	-5764	44	-3036	3011	-11507
a/g:	10160	-5256	-348	-3497	3706	-13162
a/g:	11364	-4028	-1988	-3656	4099	-14993
a/g:	11172	-3480	-1204	-3812	6014	-16608
a/g:	11764	-3112	-1968	-3722	6718	-17995
a/g:	12816	-3652	-1732	-3420	6713	-19134
a/g:	15136	-2340	-1616	-2958	6121	-19878
a/g:	16132	-1764	-1808	-2304	6153	-20020
a/g:	17868	-816	-1504	-1915	5595	-19941
a/g:	18768	404	-700	-1670	4181	-19540
a/g:	21396	1036	-2936	-1033	3849	-17964
a/g:	27504	1608	472	-448	7027	-16983
a/g:	28964	852	1380	-513	4144	-13109
a/g:	32767	176	-10156	3	10122	-8409
a/g:	26360	2204	-3524	743	16825	-3130
a/g:	19524	1728	6876	1175	5259	-1610
a/g:	20688	208	5268	-195	-3088	239
a/g:	19408	708	1224	-491	-5613	1665
